virus_name,refseq_id,host_name,virus_lineage,evidence
Acinetobacter phage Mokit,MW388002,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Hadassahvirus; unclassified Hadassahvirus,RefSeq
Acinetobacter phage Morttis,MW388004,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Hadassahvirus; unclassified Hadassahvirus,RefSeq
Acinetobacter phage MRABP9,OP727261,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus MRABP9,"Literature, RefSeq"
Acinetobacter phage MRABphi22,PQ797121,Acinetobacter baumannii,Viruses; unclassified bacterial viruses,RefSeq
Acinetobacter phage NJ01,OQ221563,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Dhillonvirus; unclassified Dhillonvirus,RefSeq
Acinetobacter phage NJ02,OR126895,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,"Literature, RefSeq"
Acinetobacter phage NL,OR665531,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,RefSeq
Acinetobacter phage Octan,MT409116,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; Lazarusvirus kimel,RefSeq
Acinetobacter phage P1068,OQ689089,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,Literature
Acinetobacter phage P115,OR180306,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,"Literature, RefSeq"
Acinetobacter phage P11B,PV851422,Acinetobacter baumannii,Viruses; unclassified bacterial viruses,RefSeq
Acinetobacter phage P577,OR180307,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,"Literature, RefSeq"
Acinetobacter phage P711,OR180308,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,"Literature, RefSeq"
Acinetobacter phage P919,PP920682,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,RefSeq
Acinetobacter phage Paty,MW366784,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus Paty,"Literature, RefSeq"
Acinetobacter phage pB23,OR994999,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Acinetobacter phage pB3074,OQ730192,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus pB3074,"Literature, RefSeq"
Acinetobacter phage PBAB08,MG366114,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Acinetobacter phage PBAB25,MG366115,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lokivirus; unclassified Lokivirus,RefSeq
Acinetobacter phage Petty,NC_023570,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Pettyvirus; Pettyvirus petty,RefSeq
Acinetobacter phage Phab24,MZ477002,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,"Literature, RefSeq"
Acinetobacter phage PhaR5,OL763420,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; unclassified Lazarusvirus,RefSeq
Acinetobacter phage phi11547,PQ432287,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vieuvirus; unclassified Vieuvirus,RefSeq
Acinetobacter phage phi1_092006,PQ885450,Acinetobacter baumannii,Viruses; unclassified bacterial viruses,RefSeq
Acinetobacter phage phi1_092021,PQ859669,Acinetobacter baumannii,Viruses; unclassified bacterial viruses,RefSeq
Acinetobacter phage phi1_092033,PQ859668,Acinetobacter baumannii,Viruses; unclassified bacterial viruses,RefSeq
Acinetobacter phage phi1_092060,PQ885451,Acinetobacter baumannii,Viruses; unclassified bacterial viruses,RefSeq
Acinetobacter phage phi4197,PQ432283,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vieuvirus; unclassified Vieuvirus,RefSeq
Acinetobacter phage phi5013-M1,PQ432284,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vieuvirus; unclassified Vieuvirus,RefSeq
Acinetobacter phage phi5013-M2,PQ432285,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vieuvirus; unclassified Vieuvirus,RefSeq
Acinetobacter phage phi5038-11536,PQ432286,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vieuvirus; unclassified Vieuvirus,RefSeq
Acinetobacter phage phi5038-11551,PQ432288,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vieuvirus; unclassified Vieuvirus,RefSeq
Acinetobacter phage phi9102,PP898111,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vieuvirus; unclassified Vieuvirus,RefSeq
Acinetobacter phage phiAB1,NC_028675,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus AB1,"Literature, RefSeq"
Acinetobacter phage phiAB440,PP792915,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Acinetobacter phage phiAB441,PV420835,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Acinetobacter phage phiAB6,NC_031086,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus AB6,"Literature, RefSeq"
Acinetobacter phage Pipo,MW366783,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus Pipo,"Literature, RefSeq"
Acinetobacter phage Presley,NC_023581,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Presleyvirus; Presleyvirus presley,"Literature, RefSeq"
Acinetobacter phage RM_A1,PV468792,Acinetobacter baumannii,Viruses; unclassified bacterial viruses,RefSeq
Acinetobacter phage RM_A2,PV536160,Acinetobacter baumannii,Viruses; unclassified bacterial viruses,RefSeq
Acinetobacter phage Scipio,ON036883,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,"Literature, RefSeq"
Acinetobacter phage Scuro,OR348818,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Acinetobacter phage SH-Ab 15497,MG674163,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,"Literature, RefSeq, UniProt"
Acinetobacter phage SH-Ab 15519,NC_041905,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus fv15519,"Literature, RefSeq"
Acinetobacter phage SH-Ab 15599,MH517022,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Ackermannviridae; unclassified Ackermannviridae,"Literature, RefSeq"
Acinetobacter phage SHI,ON480525,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,RefSeq
Acinetobacter phage SR,OR665530,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,RefSeq
Acinetobacter phage Stupor,MN662249,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; unclassified Lazarusvirus,RefSeq
Acinetobacter phage SWH-Ab-1,NC_047896,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; unclassified Friunavirus; Friunavirus SWHAb1,RefSeq
Acinetobacter phage SWH-Ab-3,NC_047883,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; unclassified Friunavirus; Friunavirus SWHAb3,RefSeq
Acinetobacter phage TAC1,MK170160,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saclayvirus; unclassified Saclayvirus,RefSeq
Acinetobacter phage Tonic CPL00239,OR636104,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; unclassified Straboviridae,RefSeq
Acinetobacter phage TT23,PV658495,Acinetobacter baumannii,Viruses; unclassified bacterial viruses,RefSeq
Acinetobacter phage vB_Ab-P-7,OQ982387,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus AbP7,"Literature, RefSeq"
Acinetobacter phage vB_Ab4_Hep4,OP019135,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus Hep4,"Literature, RefSeq"
Acinetobacter phage vB_Ab4_Hep4-M,OR075895,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; unclassified Friunavirus,"Literature, RefSeq"
Acinetobacter phage vB_AbaAut_ChT04,OQ858591,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus ChT04,RefSeq
Acinetobacter phage vB_AbaA_EAB11,PV208534,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; unclassified Friunavirus,RefSeq
Acinetobacter phage vB_AbaA_LLY,OQ503491,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; Drulisvirus LLY,RefSeq
Acinetobacter phage vB_AbaM-IME-AB2,NC_041857,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; Obolenskvirus AB2,"Literature, RefSeq"
Acinetobacter phage vB_AbaM-SPA,PP844715,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,RefSeq
Acinetobacter phage vB_AbaM-SPB,PP977194,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,RefSeq
Acinetobacter phage vB_AbaM_14/CRR8,PV611675,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saclayvirus; unclassified Saclayvirus,RefSeq
Acinetobacter phage vB_AbaM_3014,PV081574,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; unclassified Lazarusvirus,RefSeq
Acinetobacter phage vB_AbaM_3098,PV081573,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Acinetobacter phage vB_AbaM_A72,PV437273,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,RefSeq
Acinetobacter phage vB_AbaM_AB3P2,OR526523,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,"Literature, RefSeq"
Acinetobacter phage vB_AbaM_AB4P2,OR544125,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Acinetobacter phage vB_AbaM_ABMM1,OQ471969,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Acinetobacter phage vB_AbaM_Acibel004,NC_025462,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saclayvirus; unclassified Saclayvirus,"NCBI Virus, RefSeq"
Acinetobacter phage vB_AbaM_Apostate,NC_049491,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; Lazarusvirus apostate,RefSeq
Acinetobacter phage vB_AbaM_B09_Aci01-1,NC_048074,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saclayvirus; Saclayvirus Aci011,"Literature, RefSeq"
Acinetobacter phage vB_AbaM_B09_Aci02-2,NC_048075,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saclayvirus; Saclayvirus Aci022,"Literature, RefSeq"
Acinetobacter phage vB_AbaM_B09_Aci05,NC_048080,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saclayvirus; Saclayvirus Aci05,"Literature, RefSeq"
Acinetobacter phage vB_AbaM_Berthold,NC_049490,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; Lazarusvirus berthold,RefSeq
Acinetobacter phage vB_AbaM_BP10,OP585104,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,"Literature, RefSeq"
Acinetobacter phage vB_AbaM_CP14,OP585105,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saclayvirus; unclassified Saclayvirus,RefSeq
Acinetobacter phage vB_AbaM_DP45,OP585103,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; unclassified Lazarusvirus,RefSeq
Acinetobacter phage vB_AbaM_fThrA,PP171454,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,"Literature, RefSeq"
Acinetobacter phage vB_AbaM_IME284,MH853787,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,Literature
Acinetobacter phage vB_AbaM_IME285,MH853786,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,Literature
Acinetobacter phage vB_AbaM_IME512,MH853788,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,Literature
Acinetobacter phage vB_AbaM_Kimel,NC_049492,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; Lazarusvirus kimel,RefSeq
Acinetobacter phage vB_AbaM_Konradin,NC_049479,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; Lazarusvirus kronadin,RefSeq
Acinetobacter phage vB_AbaM_Lazarus,NC_049493,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Lazarusvirus; Lazarusvirus lazarus,RefSeq
Acinetobacter phage vB_AbaM_ME3,NC_041884,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Metrivirus; Metrivirus ME3,"Literature, RefSeq"
Acinetobacter phage vB_AbaM_P1,OL960030,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saclayvirus; unclassified Saclayvirus,RefSeq
Acinetobacter phage vB_AbaM_phiAbaA1,NC_031280,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saclayvirus; unclassified Saclayvirus,"NCBI Virus, RefSeq"
Acinetobacter phage vB_AbaM_PhT2,NC_049494,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Twarogvirinae; Hadassahvirus; Hadassahvirus pht2,"Literature, RefSeq"
Acinetobacter phage vB_AbaM_YNAF,PP355976,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Obolenskvirus; unclassified Obolenskvirus,RefSeq
Acinetobacter phage vB_AbaP-YQ4,OQ942210,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Acinetobacter phage vB_AbaP_100,MW926912,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; unclassified Friunavirus,"Literature, RefSeq"
Acinetobacter phage vB_AbaP_46-62_Aci07,NC_048076,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus Aci07,"Literature, RefSeq"
Acinetobacter phage vB_AbaP_ABWU2101,OK546191,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus ABWU2101,"Literature, RefSeq"
Acinetobacter phage vB_AbaP_Acibel007,NC_025457,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Daemvirus; Daemvirus acibel007,RefSeq
Acinetobacter phage vB_AbaP_APK116,MN807295,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus APK116,"Literature, RefSeq"
Acinetobacter phage vB_AbaP_APK128,MW459163,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus APK128,"Literature, RefSeq"
Acinetobacter phage vB_AbaP_APK26,MW345241,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus APK26,RefSeq
Acinetobacter phage vB_AbaP_APK32,MK257722,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus APK32,"Literature, RefSeq"
Acinetobacter phage vB_AbaP_APK48-3,MN614471,Acinetobacter baumannii,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Beijerinckvirinae; Friunavirus; Friunavirus APK483,"Literature, RefSeq"
